City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
60,rio grande,-32.035,-52.0986,22.06,61,100,6.01,BR,1707866215
61,balikpapan,-1.2675,116.8289,24.55,88,20,2.57,ID,1707866215
62,tamanrasset,22.785,5.5228,16.95,20,0,2.57,DZ,1707866216
63,montereau-fault-yonne,48.3833,2.95,10.26,81,99,5.87,FR,1707866216
64,barra de santo antonio,-9.4047,-35.5072,27.6,81,100,2.75,BR,1707866216
65,khalkhal,37.6189,48.5258,5.22,51,100,2.56,IR,1707866216
66,kirakira,-10.4544,161.9205,29.34,71,100,3.21,SB,1707866217
67,acarau,-2.8856,-40.12,26.65,82,100,4.54,BR,1707866217
68,tibanbang,6.6315,126.1055,25.98,78,84,3.87,PH,1707866217
69,puerto ayora,-0.7393,-90.3518,27.53,95,61,1.79,EC,1707866217
70,uberlandia,-18.9186,-48.2772,25.56,65,20,2.57,BR,1707866218
71,sulak,43.2734,47.5146,10.07,78,100,4.71,RU,1707866218
72,vygonichi,53.0985,34.0673,0.38,98,100,4.2,RU,1707866218
73,thompson,55.7435,-97.8558,-4.91,93,100,0.0,CA,1707866218
74,waitangi,-43.9535,-176.5597,15.24,80,2,2.74,NZ,1707866218
75,puerto real,36.5282,-6.1901,17.36,88,0,2.57,ES,1707866219
76,pauini,-7.7136,-66.9764,23.61,97,97,0.89,BR,1707866219
77,sidi bel abbes,35.1899,-0.6309,13.62,65,52,2.84,DZ,1707866219
78,tomatlan,19.9333,-105.25,24.63,69,100,2.38,MX,1707866219
79,port elizabeth,-33.918,25.5701,20.73,93,75,4.63,ZA,1707866220
80,anadyr,64.75,177.4833,-25.56,75,40,6.0,RU,1707866220
81,island harbour,50.724,-1.2758,12.31,94,100,4.47,GB,1707866220
82,bokhan,53.153,103.7714,-24.22,97,99,1.75,RU,1707866220
83,tindouf,27.6711,-8.1474,21.25,18,80,2.57,DZ,1707866221
84,edinburgh of the seven seas,-37.0676,-12.3116,18.0,81,36,3.9,SH,1707866221
85,blackmans bay,-43.0167,147.3167,13.18,59,42,0.89,AU,1707866221
86,nova xavantina,-14.6667,-52.35,26.21,72,20,1.47,BR,1707866222
87,puerto baquerizo moreno,-0.9,-89.6,27.19,80,88,4.59,EC,1707866222
88,saipan,15.1355,145.701,25.39,83,75,8.23,MP,1707866222
89,albany,42.6001,-73.9662,3.36,56,97,4.02,US,1707866119
90,weiser,44.251,-116.9693,12.11,49,6,1.46,US,1707866223
91,singaraja,-8.112,115.0882,27.09,85,93,0.42,ID,1707866223
92,st. john's,47.5649,-52.7093,-0.18,85,100,3.09,CA,1707866158
93,ulladulla,-35.35,150.4667,21.05,83,88,7.02,AU,1707866224
94,cockburn town,21.4612,-71.1419,25.59,77,1,2.84,TC,1707866224
95,semey,50.4111,80.2275,-10.71,74,100,9.54,KZ,1707866224
96,sayaxche,16.5167,-90.1667,24.39,73,81,1.76,GT,1707866225
97,talara,-4.5772,-81.2719,29.42,65,40,6.17,PE,1707866225
98,caibarien,22.5206,-79.4669,24.62,77,48,6.15,CU,1707866225
99,qaqortoq,60.7167,-46.0333,0.18,99,100,2.61,GL,1707866225
100,bac lieu,9.285,105.7244,25.57,82,18,7.6,VN,1707866226
101,olbia,40.9214,9.4856,10.03,87,0,3.6,IT,1707866226
102,someshwar,13.5,75.0667,20.27,49,50,1.71,IN,1707866226
103,bilibino,68.0546,166.4372,-38.32,100,92,0.58,RU,1707866227
104,barsukovskaya,44.7632,41.8191,8.08,53,100,0.51,RU,1707866227
105,hashtpar,37.8008,48.9037,15.75,52,100,2.61,IR,1707866227
106,whitehorse,60.7161,-135.0538,-2.17,69,100,7.2,CA,1707866227
107,avarua,-21.2078,-159.775,30.03,62,56,5.66,CK,1707866228
108,dryden,49.7833,-92.7503,-5.84,58,20,2.06,CA,1707866228
109,hadibu,12.65,54.0333,23.99,79,28,4.08,YE,1707866228
110,longyearbyen,78.2186,15.6401,-3.09,74,20,7.2,SJ,1707866220
111,kingston,17.997,-76.7936,28.53,81,75,5.66,JM,1707866024
112,la foa,-21.7108,165.8276,28.85,68,2,1.94,NC,1707866229
113,baiyin,36.5583,104.2081,-2.48,25,100,4.85,CN,1707866230
114,hastings,50.8552,0.5729,11.66,56,100,9.32,GB,1707866230
115,conde,-7.2597,-34.9075,26.7,89,20,2.06,BR,1707866224
116,wailua homesteads,22.0669,-159.378,25.44,72,0,6.17,US,1707866231
117,kapa'a,22.0752,-159.319,26.18,71,0,6.17,US,1707866231
118,college,64.8569,-147.8028,6.18,63,75,2.57,US,1707865973
119,okha,53.5739,142.9478,-17.88,92,100,4.29,RU,1707866231
120,utrik,11.2278,169.8474,26.12,76,96,8.6,MH,1707866232
121,glubokoye,50.1456,82.3114,-9.14,48,96,4.0,KZ,1707866232
122,khodzha-maston,38.7446,68.627,2.68,31,79,5.0,TJ,1707866232
123,chenab nagar,31.7541,72.92,11.12,36,41,2.08,PK,1707866232
124,iqaluit,63.7506,-68.5145,-19.15,78,75,0.0,CA,1707866233
125,nicoya,10.1483,-85.452,31.37,42,85,8.23,CR,1707866233
126,greenland,43.0362,-70.8328,1.73,56,20,3.09,US,1707866233
127,aasiaat,68.7098,-52.8699,-30.84,96,26,5.01,GL,1707866234
128,dolores,-36.3132,-57.6792,15.67,74,23,3.6,AR,1707866234
129,shakiso,5.75,38.9167,17.32,61,48,1.63,ET,1707866234
130,luderitz,-26.6481,15.1594,18.61,72,29,7.9,NA,1707866235
131,pingliang,35.5392,106.6861,1.1,34,100,7.7,CN,1707866235
132,rampur,28.8167,79.0333,13.87,42,100,2.28,IN,1707866235
133,leerdam,51.8933,5.0917,8.86,86,100,7.48,NL,1707866236
134,carnarvon,-24.8667,113.6333,25.49,76,0,8.1,AU,1707866236
135,khost,33.3395,69.9204,9.1,30,0,1.6,AF,1707866237
136,kudahuvadhoo,2.6708,72.8944,27.83,78,99,7.18,MV,1707866237
137,pinheiro machado,-31.5783,-53.3811,13.92,88,100,4.74,BR,1707866237
138,kobelyaky,49.1489,34.1965,7.06,84,100,3.97,UA,1707866237
139,klyuchi,52.2667,79.1667,-6.86,60,100,10.28,RU,1707866238
140,constantia,44.1833,28.65,6.5,83,100,3.89,RO,1707866238
141,naracoorte,-36.9579,140.7383,16.41,40,0,4.83,AU,1707866238
142,thinadhoo,0.5333,72.9333,28.08,82,98,6.8,MV,1707866239
143,tazacorte,28.629,-17.9293,19.53,72,0,2.24,ES,1707866239
144,meadow lakes,61.6247,-149.6011,7.99,39,0,4.63,US,1707866239
145,tanout,14.9709,8.8879,20.97,21,0,5.42,NE,1707866239
146,nova sintra,14.8667,-24.7167,20.23,78,0,6.25,CV,1707866240
147,edd,13.9297,41.6925,28.07,60,5,8.78,ER,1707866186
148,illizi,26.4833,8.4667,14.89,46,0,2.42,DZ,1707866240
149,saint-joseph,-21.3667,55.6167,25.21,84,100,4.35,RE,1707866241
150,chul'man,56.8479,124.9104,-31.19,100,96,0.33,RU,1707866241
151,kratie,12.4881,106.0188,22.95,73,39,3.25,KH,1707866241
152,nikolayevsk-on-amure,53.1406,140.73,-17.31,94,100,1.6,RU,1707866198
153,northam,51.0333,-4.2167,11.88,98,100,7.41,GB,1707866242
154,tazovsky,67.4667,78.7,-39.73,100,45,2.13,RU,1707866242
155,sao vicente,-23.9631,-46.3919,36.1,81,87,2.53,BR,1707866242
156,ulety,51.3572,112.4849,-18.7,98,86,2.83,RU,1707866243
157,sarikei,2.1167,111.5167,23.23,99,77,0.87,MY,1707866243
158,berezovyy,51.6667,135.7,-19.79,97,78,1.16,RU,1707866243
159,ola,59.5833,151.2833,-27.14,93,56,2.96,RU,1707866244
160,dawson creek,55.7666,-120.2362,0.8,37,0,4.12,CA,1707866244
161,talnakh,69.4865,88.3972,-33.74,91,22,1.89,RU,1707866244
162,kapuskasing,49.4169,-82.4331,-11.95,66,20,2.06,CA,1707866245
163,isabela,6.7085,121.9711,26.03,81,5,4.29,PH,1707866245
164,umluj,25.0213,37.2685,22.03,63,0,6.47,SA,1707866245
165,san martin de los andes,-40.1604,-71.3486,27.58,39,24,1.94,AR,1707866246
166,goundi,9.3627,17.366,27.1,11,39,2.06,TD,1707866246
167,kaa-khem,51.6833,94.7333,-22.0,88,100,1.56,RU,1707866246
168,porto novo,6.4965,2.6036,27.07,87,0,3.35,BJ,1707866247
169,afaahiti,-17.75,-149.2833,28.93,94,100,14.71,PF,1707866247
170,fale old settlement,-9.3852,-171.2468,28.83,78,97,11.5,TK,1707866247
171,franklin,39.9667,-83.0166,6.85,54,20,6.17,US,1707866247
172,cananeia,-25.0147,-47.9267,26.74,88,74,4.43,BR,1707866248
173,waingapu,-9.6567,120.2641,26.66,82,81,2.49,ID,1707866248
174,papatowai,-46.5619,169.4708,20.34,58,0,1.36,NZ,1707866248
175,cabedelo,-6.9811,-34.8339,27.37,76,88,3.38,BR,1707866248
176,port blair,11.6667,92.75,25.02,88,40,0.0,IN,1707866249
177,el coacoyul,17.6167,-101.4333,29.53,66,75,3.09,MX,1707866249
178,mabaruma,8.2,-59.7833,24.83,85,94,2.0,GY,1707866249
179,piracuruca,-3.9281,-41.7092,24.46,89,98,1.6,BR,1707866249
180,nabire,-3.3667,135.4833,25.74,88,93,0.98,ID,1707866249
181,kharkhorin,47.1975,102.8238,-21.53,75,13,2.89,MN,1707866250
182,jeremie,18.65,-74.1167,25.81,81,45,1.46,HT,1707866250
183,bardai,11.65,7.2333,22.14,10,2,4.35,NG,1707866250
184,kristiansund,63.1115,7.732,2.36,51,40,3.6,NO,1707866251
185,nemuro,43.3236,145.575,1.98,84,0,6.58,JP,1707866251
186,bucerias,20.75,-105.3333,24.99,73,100,0.0,MX,1707866251
187,kindu,-2.95,25.95,22.1,99,100,1.05,CD,1707866252
188,dubrajpur,23.8,87.3833,18.94,59,100,1.0,IN,1707866252
189,fort bragg,35.139,-79.006,13.91,30,0,3.09,US,1707866252
190,callaway,30.153,-85.5699,16.03,52,40,2.57,US,1707866252
191,akureyri,65.6835,-18.0878,-4.04,86,75,1.54,IS,1707866253
192,yellowknife,62.456,-114.3525,-14.84,93,76,2.91,CA,1707865978
193,zhangye,38.9342,100.4517,-2.48,29,100,0.81,CN,1707866253
194,pariaman,-0.619,100.12,26.03,80,60,1.95,ID,1707866254
195,sitka,57.0531,-135.33,5.94,70,0,0.0,US,1707866254
196,dudinka,69.4058,86.1778,-37.4,99,23,1.79,RU,1707866254
197,nantucket,41.2835,-70.0995,0.06,93,40,10.29,US,1707866077
198,lewistown,40.5992,-77.5714,4.09,56,75,8.23,US,1707866254
199,latur,18.4,76.5833,22.87,33,86,1.62,IN,1707866255
200,villafranca di verona,45.3524,10.8402,8.55,81,0,1.54,IT,1707866255
201,vorkuta,67.5,64.0,-32.38,97,8,2.42,RU,1707866255
202,pandan,14.0453,124.1694,25.07,86,68,7.18,PH,1707866256
203,kununurra,-15.7667,128.7333,24.99,94,84,1.54,AU,1707866256
204,minas de marcona,-15.2119,-75.1103,21.16,77,34,6.46,PE,1707866256
205,buala,-8.145,159.5921,28.84,69,87,3.1,SB,1707866256
206,boa vista,2.8197,-60.6733,30.99,55,40,4.12,BR,1707866257
207,punta arenas,-53.15,-70.9167,16.06,51,75,6.17,CL,1707866256
208,pocone,-16.2567,-56.6228,28.82,59,88,1.67,BR,1707866257
209,nova vicosa,-17.8919,-39.3719,25.77,85,70,2.73,BR,1707866257
210,remire-montjoly,4.9167,-52.2667,27.02,89,75,2.57,GF,1707866258
211,zelenikovo,41.8867,21.5869,9.03,61,75,3.6,MK,1707866258
212,urrao,6.3152,-76.1342,18.35,89,67,1.37,CO,1707866258
213,carutapera,-1.195,-46.02,24.53,94,100,2.05,BR,1707866259
214,san antonio de pale,-1.4014,5.6325,28.6,79,96,2.12,GQ,1707866259
215,cova figueira,14.8905,-24.2934,20.92,79,0,4.99,CV,1707866184
216,lihue,21.9789,-159.3672,25.77,71,0,6.17,US,1707866259
217,lemvig,56.5486,8.3102,4.55,96,74,4.9,DK,1707866259
218,devonport,-41.1667,146.35,16.72,57,41,2.24,AU,1707866260
219,mil'kovo,55.6078,37.7956,-9.73,94,100,4.36,RU,1707866260
220,margate,51.3813,1.3862,11.6,93,100,3.58,GB,1707866260
221,georgetown,5.4112,100.3354,26.96,80,20,2.57,MY,1707866261
222,ozersk,55.7556,60.7028,-18.15,85,99,4.92,RU,1707866261
223,richmond,37.5538,-77.4603,8.99,54,0,6.17,US,1707866234
224,hoemul-li,41.4339,129.67,3.79,76,100,2.67,KP,1707866261
225,indianola,41.3581,-93.5574,9.14,50,43,0.45,US,1707866262
226,boguchany,58.3814,97.4531,-19.52,100,100,1.34,RU,1707866262
227,piton saint-leu,-21.2196,55.3151,25.04,83,75,2.57,RE,1707866262
228,natchez,31.5604,-91.4032,14.03,42,0,2.06,US,1707866246
229,ritchie,-29.038,24.6028,26.63,15,66,2.94,ZA,1707866263
230,la sarre,48.8002,-79.1996,-12.12,87,100,4.21,CA,1707866263
231,veselynove,47.3567,31.2349,7.53,89,99,1.49,UA,1707866263
232,viqueque,-8.8673,126.3658,26.85,84,97,1.81,TL,1707866263
233,mount gambier,-37.8333,140.7667,16.34,41,37,4.1,AU,1707866264
234,murakami,38.2333,139.4833,6.94,70,98,4.05,JP,1707866264
235,iskateley,67.6803,53.1512,-29.43,98,8,3.58,RU,1707866264
236,itoman,26.1247,127.6694,22.43,76,20,7.72,JP,1707866265
237,yuanping,38.7153,112.7575,2.1,67,66,2.52,CN,1707866265
238,saguenay,48.4168,-71.0657,-9.54,73,40,6.17,CA,1707866039
239,keflavik,64.0049,-22.5624,-2.76,86,0,2.57,IS,1707866265
240,christchurch,-43.5333,172.6333,27.52,52,0,6.17,NZ,1707866266
241,dzuunharaa,48.8523,106.4579,-18.38,98,100,1.13,MN,1707866266
242,ballina,-28.8667,153.5667,27.1,63,9,1.58,AU,1707866266
243,saltpond,5.2091,-1.0606,27.46,91,1,3.64,GH,1707866266
244,vilyuchinsk,52.9306,158.4028,-18.85,74,16,2.03,RU,1707866267
245,yarega,63.4354,53.5765,-35.07,99,44,1.75,RU,1707866267
246,kerikeri,-35.2268,173.9474,22.52,51,12,3.66,NZ,1707866231
247,harnai,30.1005,67.9374,12.22,33,6,1.0,PK,1707866268
248,selfoss,63.9331,-20.9971,-7.75,87,7,3.69,IS,1707866268
249,flying fish cove,-10.4217,105.6791,24.82,94,75,1.03,CX,1707866268
250,lompoc,34.6391,-120.4579,20.38,71,0,6.69,US,1707866269
251,howard springs,-12.497,131.047,24.95,96,100,2.51,AU,1707866269
252,qaryat suluq,31.6682,20.2521,13.38,72,49,3.43,LY,1707866270
253,amahai,-3.3333,128.9167,26.86,79,100,2.41,ID,1707866270
254,rawson,-43.3002,-65.1023,30.56,14,29,8.24,AR,1707866270
255,enewetak,11.3474,162.3373,26.15,78,94,6.52,MH,1707866270
256,balod,20.73,81.2047,20.57,41,71,1.02,IN,1707866271
257,kailua-kona,19.6406,-155.9956,27.93,73,20,5.14,US,1707866271
258,mikun',62.3547,50.0771,-33.45,98,6,1.95,RU,1707866271
259,taltal,-25.4,-70.4833,21.33,76,54,2.39,CL,1707866271
260,suizhou,31.7111,113.3631,11.35,93,41,2.6,CN,1707866271
261,hermanus,-34.4187,19.2345,15.45,88,5,1.76,ZA,1707866272
262,freeport,40.6576,-73.5832,4.58,79,0,5.14,US,1707866272
263,vilhena,-12.7406,-60.1458,26.12,83,40,2.06,BR,1707866272
264,darwin,-12.4611,130.8418,24.99,93,75,2.57,AU,1707866243
265,strelka,58.0728,93.0344,-17.57,98,100,1.61,RU,1707866273
266,linxia chengguanzhen,35.6003,103.2064,-1.83,57,100,1.38,CN,1707866273
267,bonthe,7.5264,-12.505,26.58,86,32,2.39,SL,1707866273
268,walvis bay,-22.9575,14.5053,17.53,88,14,2.06,NA,1707866166
269,kattivakkam,13.2167,80.3167,26.05,79,41,3.95,IN,1707866274
270,trincomalee,8.5711,81.2335,27.08,77,86,8.29,LK,1707866274
271,sinop,41.7711,34.8709,9.28,71,92,0.85,TR,1707866274
272,bikenibeu village,1.3673,173.1241,29.98,84,75,3.09,KI,1707866274
273,port saint john's,-31.6229,29.5448,22.52,91,35,1.19,ZA,1707866275
274,haiku-pauwela,20.9219,-156.3051,25.14,74,40,4.12,US,1707866275
275,udachny,66.4167,112.4,-36.42,66,100,2.53,RU,1707866275
276,okhotsk,59.3833,143.3,-29.38,98,77,2.77,RU,1707866275
277,antofagasta,-23.65,-70.4,22.6,81,53,2.07,CL,1707866164
278,tyukhtet,56.5389,89.3011,-11.86,94,100,3.74,RU,1707866276
279,port macquarie,-31.4333,152.9167,29.94,58,2,3.2,AU,1707866242
280,san jose de jachal,-30.2406,-68.7469,24.91,41,12,3.11,AR,1707866276
281,katabu,-4.9333,122.5167,25.63,92,100,1.24,ID,1707866277
282,brainerd,46.358,-94.2008,0.14,70,20,1.54,US,1707866277
283,nurota,40.5614,65.6886,10.55,35,79,2.81,UZ,1707866277
284,chernyshevskiy,63.0128,112.4714,-44.88,100,81,1.1,RU,1707866277
285,anloga,5.7947,0.8973,27.61,88,0,4.37,GH,1707866277
286,weno,7.4515,151.8468,28.97,70,20,5.66,FM,1707866278
287,tralee,52.2704,-9.7026,10.12,97,98,3.09,IE,1707866278
288,rongelap,11.1635,166.8941,26.29,66,88,7.76,MH,1707866278
289,elko,41.0002,-115.5012,6.01,68,100,0.98,US,1707866184
290,sur,22.5667,59.5289,22.71,76,0,3.54,OM,1707866278
291,bom jardim,-7.7958,-35.5872,24.92,74,100,4.22,BR,1707866279
292,alaghsas,17.0187,8.0168,21.94,20,3,4.86,NE,1707866279
293,lubang,13.8584,120.124,25.59,81,59,10.61,PH,1707866279
294,hamilton,39.1834,-84.5333,8.97,46,75,5.36,US,1707866086
